,Unnamed: 0,L,R,F,M,C,0
46,10978,0.06862745098039216,0.3315068493150685,0.061611374407582936,0.04006037746252687,0.5056054079824875,0
47,2920,0.19607843137254904,0.00684931506849315,0.21800947867298576,0.13479130661033276,0.30355340736618386,0
48,26504,0.7647058823529411,0.3739726027397261,0.04739336492890995,0.030664307166894406,0.2281721342723867,1
49,56265,0.0196078431372549,0.5794520547945206,0.0,0.0014474049235890815,0.5601119521240278,2
50,39828,0.8039215686274509,0.05753424657534247,0.0047393364928909965,0.008212299840268528,0.483679904520481,2
51,26756,0.3333333333333333,0.20821917808219176,0.023696682464454968,0.016152349706814347,0.504009142967502,1
52,44636,0.00980392156862745,0.34657534246575344,0.0047393364928909965,0.006204887059338433,0.4748090627621277,2
53,28145,0.5294117647058824,0.1808219178082192,0.023696682464454968,0.01641426107393999,0.4548993917346111,1
54,18444,0.215686274509804,0.3013698630136986,0.023696682464454968,0.034291434981364666,0.35025489030672674,0
55,24717,0.10784313725490197,0.07671232876712329,0.03317535545023697,0.017797911256847168,0.51301702304941,1
56,8873,0.4215686274509804,0.1972602739726028,0.0947867298578199,0.05932637085615725,0.3820974835888235,0
57,44749,0.1568627450980392,0.6410958904109589,0.014218009478672985,0.0064719677297626075,0.44969550073215664,2
58,48082,0.6862745098039216,0.039726027397260284,0.0,0.006523660762747933,0.3401679281860415,2
59,54652,0.0196078431372549,0.5684931506849316,0.0,0.0030843509681243533,0.3768252655090393,2
60,41702,0.3431372549019608,0.16027397260273973,0.023696682464454968,0.00838633305131912,0.4171056219685944,2
61,50442,0.696078431372549,0.7931506849315069,0.0,0.0029913035087507692,0.6334266267700229,2
62,38954,0.3235294117647059,0.0863013698630137,0.023696682464454968,0.018161485588843958,0.1887443585631702,2
63,48922,0.05882352941176471,0.12876712328767126,0.009478672985781993,0.009097973805417086,0.2073084457769846,2
64,23295,0.5098039215686274,0.00410958904109589,0.04265402843601896,0.021304421994351674,0.4539162331498473,1
65,24503,0.00980392156862745,0.14931506849315068,0.009478672985781993,0.020034496484012208,0.4529606753406475,1
66,56185,0.2647058823529412,0.3273972602739726,0.0,0.0034393097946235802,0.242477054583474,2
67,52988,0.8235294117647058,0.1863013698630137,0.0,0.006596031008927387,0.1935385788940508,2
68,47773,0.29411764705882354,0.6465753424657534,0.0047393364928909965,0.00564832540419644,0.4121554583921549,2
69,18529,0.27450980392156865,0.010958904109589041,0.05213270142180095,0.0313811172242909,0.3886846443471885,0
70,37404,0.6568627450980392,0.2726027397260274,0.03317535545023697,0.010650487896076326,0.4221529670788642,1
71,10409,0.27450980392156865,0.07534246575342465,0.11374407582938388,0.042908663580018234,0.490542505578904,0
72,31042,0.0,0.2136986301369863,0.014218009478672985,0.012468359556060231,0.5238557047230833,1
73,18560,0.3725490196078432,0.1,0.06635071090047394,0.02928065698398722,0.4220226795705508,0
74,14598,0.19607843137254904,0.06164383561643835,0.0995260663507109,0.059221261689087076,0.22654358440727398,0
75,45210,0.4117647058823529,0.1232876712328767,0.009478672985781993,0.006459906022066033,0.4336303376053303,2
76,25076,0.3921568627450979,0.0821917808219178,0.06635071090047394,0.01705180848075899,0.5266496316647652,1
77,3788,0.0196078431372549,0.0136986301369863,0.2322274881516588,0.09532539902713713,0.4060763595313257,0
78,15584,0.29411764705882354,0.009589041095890413,0.08530805687203792,0.043518641369245055,0.3183869690039801,0
79,52249,0.9607843137254902,0.20821917808219176,0.0,0.003254937976975923,0.4852055990290926,2
80,55119,0.0196078431372549,0.3287671232876712,0.0,0.005150349186437816,0.1874672418578264,2
81,1446,0.5882352941176471,0.009589041095890413,0.11848341232227487,0.07839937692664242,0.8460759468870108,0
82,19476,0.17647058823529413,0.0547945205479452,0.03317535545023697,0.02986995756001992,0.3890443781944207,0
83,54772,0.04901960784313725,0.6643835616438356,0.0,0.0017437783127049412,0.6334266267700229,2
84,41200,0.6764705882352942,0.6876712328767123,0.009478672985781993,0.007178439180562041,0.5127743448780112,2
85,14100,0.12745098039215685,0.20410958904109588,0.0,0.0342966042846632,0.475800076281133,0
86,14187,0.215686274509804,0.021917808219178082,0.0947867298578199,0.0427432458744652,0.36154550196358654,0
87,30206,0.0,0.21780821917808216,0.0,0.00802448182042185,0.8835602473467327,1
88,51790,0.1568627450980392,0.5041095890410959,0.0047393364928909965,0.00471268150716207,0.3434638986236175,2
89,8525,0.6862745098039216,0.09863013698630137,0.09004739336492891,0.047219862530994285,0.5210272473027899,0
90,4581,0.8333333333333334,0.031506849315068496,0.16587677725118485,0.08314824355689421,0.42282022299463295,0
91,1774,0.5490196078431373,0.0273972602739726,0.10426540284360188,0.12285193909182232,0.4555290012980957,0
92,17902,0.6078431372549019,0.026027397260273973,0.10900473933649288,0.0231567556763258,0.5806657614841036,0
93,33863,0.09803921568627452,0.4328767123287671,0.023696682464454968,0.01651937024101015,0.31279736216674564,1
94,46938,0.06862745098039216,0.2356164383561644,0.009478672985781993,0.003899377788192968,0.6490983005071167,2
95,1020,0.14705882352941174,0.0,0.32701421800947866,0.14324139440233374,0.4998285488678864,0
96,36544,0.5098039215686274,0.0,0.03317535545023697,0.01484279287118613,0.29774385577186463,1
97,14731,0.05882352941176471,0.03561643835616438,0.07109004739336493,0.036486665782141436,0.42220631083613663,0
98,34789,0.5882352941176471,0.7287671232876712,0.018957345971563986,0.01106403215995892,0.4762844128168066,1
99,31265,0.16666666666666666,0.23424657534246576,0.014218009478672985,0.01484451597228564,0.4220644110165061,1
100,21842,0.14705882352941174,0.028767123287671236,0.061611374407582936,0.023132632260932647,0.4535603703174364,1
101,54771,0.1568627450980392,0.9,0.0,0.0017437783127049412,0.6334266267700229,2
102,29740,0.3921568627450979,0.026027397260273973,0.03317535545023697,0.022000554838554044,0.2856256277445298,1
103,22407,0.38235294117647056,0.2123287671232877,0.04739336492890995,0.024059660652469464,0.4164395412870605,1
104,22288,0.696078431372549,0.19452054794520549,0.014218009478672985,0.01837687322628281,0.5751762475064296,1
105,46302,0.2549019607843137,0.4273972602739726,0.014218009478672985,0.006230733575831095,0.4157460827065733,2
106,16082,0.4313725490196079,0.0589041095890411,0.05213270142180095,0.037920285896934434,0.3659435657168708,0
107,46454,0.27450980392156865,0.6931506849315069,0.0047393364928909965,0.0074937666817725184,0.3309666799166079,2
108,55503,0.29411764705882354,0.2273972602739726,0.0,0.0029309949702678905,0.3395797098884217,2
109,32305,0.029411764705882363,0.1931506849315069,0.023696682464454968,0.023318727179679814,0.22037456583113826,1
110,12560,0.06862745098039216,0.1808219178082192,0.02843601895734597,0.020363608794018773,0.9550521967455218,0
111,15631,0.3431372549019608,0.0589041095890411,0.009478672985781993,0.022005724141852576,0.7132977169324239,0
112,55178,0.029411764705882363,0.01643835616438356,0.0047393364928909965,0.004640311260982616,0.2128815817394132,2
113,57381,0.5882352941176471,0.9821917808219178,0.0,0.0019884586688354764,0.28518192220154504,2
114,53533,0.09803921568627452,0.921917808219178,0.0,0.0025019427964896985,0.5417832834625288,2
115,20063,0.0392156862745098,0.16164383561643836,0.03317535545023697,0.02692862398315496,0.42378772376433255,1
116,9789,0.4411764705882353,0.05068493150684932,0.08530805687203792,0.0549996639952856,0.3847602901674879,0
117,4751,0.5392156862745098,0.20136986301369866,0.12796208530805686,0.08236250945551728,0.4167347076334787,0
118,45816,0.7745098039215687,0.33013698630136984,0.0047393364928909965,0.004462831847733002,0.6149269398995645,2
119,30837,0.6078431372549019,0.00821917808219178,0.03317535545023697,0.015390739020830569,0.4151404602383394,1
120,40292,0.696078431372549,0.2698630136986301,0.018957345971563986,0.008646521317345253,0.44145543204117454,2
121,23170,0.5686274509803921,0.03835616438356165,0.05213270142180095,0.02579999276297538,0.3627859906574773,1
122,19317,0.35294117647058826,0.12191780821917808,0.03317535545023697,0.02902736112235913,0.4072712560284943,0
123,12637,0.1862745098039216,0.05753424657534247,0.061611374407582936,0.04420271250575085,0.3918981497055758,0
124,47851,0.38235294117647056,0.2328767123287671,0.0,0.012585530430826969,0.14221830664185406,2
125,44137,0.19607843137254904,0.4616438356164384,0.009478672985781993,0.009359885172542728,0.3051348899433206,2
126,2752,0.696078431372549,0.00821917808219178,0.16113744075829384,0.09463443548623328,0.4907744284875323,0
127,33937,0.3627450980392157,0.02054794520547945,0.061611374407582936,0.020031050281813186,0.2414183862827053,1
128,13352,0.5980392156862745,0.039726027397260284,0.05213270142180095,0.03935907531502597,0.4266037499483929,0
129,31981,0.4509803921568628,0.8109589041095892,0.023696682464454968,0.010941691981893651,0.5733441702393256,1
130,29084,0.4019607843137255,0.17123287671232876,0.023696682464454968,0.02059795054355224,0.3251087296398211,1
131,25337,0.6568627450980392,0.03561643835616438,0.03791469194312797,0.017996067883290917,0.48715666308056,1
132,8682,0.4117647058823529,0.18904109589041096,0.04739336492890995,0.026301415182933028,0.9888522485850086,0
133,56756,0.06862745098039216,0.8109589041095892,0.0,0.00191091911935749,0.3854870196804761,2
134,54966,0.029411764705882363,0.6068493150684932,0.0,0.005153795388636836,0.1935385788940508,2
135,33168,0.2647058823529412,0.1136986301369863,0.04265402843601896,0.013047321525495866,0.4363597359029757,1
136,28095,0.8137254901960784,0.046575342465753435,0.03317535545023697,0.019017866835300826,0.3825683016316392,1
137,20838,0.24509803921568624,0.07397260273972603,0.02843601895734597,0.02666671261602932,0.40757032344875055,1
138,30649,0.09803921568627452,0.04794520547945205,0.03791469194312797,0.0198897559916533,0.3065808085550096,1
139,52768,0.24509803921568624,0.3863013698630137,0.0,0.0025812054470671962,0.5747748870532268,2
140,34375,0.0,0.1863013698630137,0.023696682464454968,0.01218577097574046,0.437603525223519,1
141,3200,0.09803921568627452,0.030136986301369864,0.2464454976303317,0.09124854182569454,0.4718817749609713,0
142,40322,0.4803921568627451,0.36575342465753424,0.014218009478672985,0.010746981557648931,0.340841690779185,2
143,21764,0.27450980392156865,0.030136986301369864,0.03317535545023697,0.02438360365917749,0.42842679851331417,1
144,34385,0.6764705882352942,0.29863013698630136,0.014218009478672985,0.013731392662001657,0.3794607946298549,1
145,24690,0.5588235294117647,0.16986301369863013,0.023696682464454968,0.017794465054648153,0.5138507010771848,1
146,17844,0.08823529411764706,0.226027397260274,0.061611374407582936,0.023713317331467792,0.567245215565162,0
147,10539,0.9509803921568628,0.026027397260273973,0.0995260663507109,0.04095811313537199,0.5112403621454309,0
148,13841,0.29411764705882354,0.10821917808219178,0.07109004739336493,0.035244309889394136,0.4694442834393094,0
149,33799,0.1862745098039216,0.3739726027397261,0.014218009478672985,0.010631533783981708,0.5302276436557043,1
150,42214,0.06862745098039216,0.6972602739726027,0.009478672985781993,0.007242193921243941,0.4754817007081621,2
151,36026,0.3725490196078432,0.07534246575342465,0.02843601895734597,0.015692281713244962,0.2867940715739394,1
152,24206,0.04901960784313725,0.16986301369863013,0.009478672985781993,0.018954112094618933,0.49229587807648206,1
153,32492,0.5392156862745098,0.0589041095890411,0.03791469194312797,0.011065755261058432,0.5484723024978198,1
154,51494,0.08823529411764706,0.14383561643835616,0.0047393364928909965,0.0039183319002875855,0.4352383578952487,2
155,31092,0.2254901960784313,0.5301369863013699,0.018957345971563986,0.01297150507711739,0.49916495062123606,1
156,20359,0.16666666666666666,0.10821917808219178,0.023696682464454968,0.028644832678267725,0.3850011112781781,1
157,45085,0.10784313725490197,0.9684931506849316,0.0,0.005736203560271492,0.4996080102619371,2
158,56391,0.029411764705882363,0.6136986301369863,0.0,0.002886194341680609,0.28007716803529364,2
159,48200,0.16666666666666666,0.1589041095890411,0.009478672985781993,0.005879220951530889,0.3807082276897281,2
160,11897,0.7843137254901961,0.0547945205479452,0.08056872037914692,0.045770734506305685,0.3995320981216831,0
161,1742,0.19607843137254904,0.012328767123287673,0.20853080568720372,0.10546240279555924,0.5511076769246719,0
162,15990,0.8137254901960784,0.08493150684931508,0.03317535545023697,0.04142851973553845,0.32909849663853424,0
163,31648,0.029411764705882363,0.14520547945205478,0.009478672985781993,0.01837859632738232,0.3171037723126678,1
164,26611,0.5196078431372549,0.1821917808219178,0.018957345971563986,0.02242099150683468,0.3431125695706867,1
165,4505,0.3431372549019608,0.03561643835616438,0.16113744075829384,0.08553301547861718,0.4133648755937839,0
166,37719,0.04901960784313725,0.14657534246575346,0.0047393364928909965,0.00972345950453951,0.4593497075896622,1
167,6179,0.9411764705882352,0.13287671232876713,0.12322274881516587,0.07070573051732665,0.4139019283131149,0
168,14083,0.1862745098039216,0.06164383561643835,0.07582938388625593,0.04000696132844202,0.3953662380722313,0
169,13628,0.16666666666666666,0.13013698630136986,0.08056872037914692,0.03738612455608608,0.4440690928608368,0
170,52531,0.00980392156862745,0.04246575342465753,0.0,0.0044456008367378935,0.3367558610285767,2
171,35614,0.3921568627450979,0.03287671232876712,0.023696682464454968,0.014391340383114296,0.3295373003623722,1
172,32317,0.7254901960784313,0.08767123287671233,0.014218009478672985,0.017441229329248437,0.3240386997639225,1
173,8456,0.6764705882352942,0.12876712328767126,0.13270142180094788,0.05497726368099196,0.4370267132229807,0
174,32932,0.16666666666666666,0.5041095890410959,0.04265402843601896,0.01184804316023634,0.4946054318251529,1
175,38342,0.00980392156862745,0.0904109589041096,0.009478672985781993,0.010026725298053412,0.4262554957129167,1
176,39540,0.7450980392156863,0.5904109589041096,0.0,0.006523660762747933,0.6334266267700229,2
177,42697,0.029411764705882363,0.5643835616438356,0.0,0.006976836351919276,0.4787720009888009,2
178,2754,0.9607843137254902,0.0,0.2132701421800948,0.11136230096028424,0.40244349789969697,0
179,23456,0.5,0.09452054794520548,0.10426540284360188,0.026752867671004862,0.34022927717263857,1
180,1459,0.8039215686274509,0.028767123287671236,0.3507109004739337,0.1373501117431063,0.4392730645900796,0
181,48197,0.0196078431372549,0.1931506849315069,0.0,0.004490401465325175,0.5110695132933695,2
182,18282,0.1176470588235294,0.1547945205479452,0.05213270142180095,0.03565096174887869,0.3373941701113548,0
183,37052,0.12745098039215685,0.07397260273972603,0.014218009478672985,0.011446560604050322,0.3963266969674311,1
184,36938,0.1568627450980392,0.5424657534246575,0.0047393364928909965,0.010634979986180728,0.43595904334645896,1
185,24148,0.1862745098039216,0.0,0.023696682464454968,0.026604680976446932,0.3272650461875741,1
186,46052,0.4019607843137255,0.2808219178082192,0.0047393364928909965,0.008003804607227721,0.3163995240115131,2
187,52217,0.0,0.4712328767123288,0.0,0.0032601072802744555,0.4867972774780324,2
188,14332,0.7941176470588235,0.0013698630136986301,0.10900473933649288,0.04870689877987211,0.3021267397217633,0
189,33108,0.8333333333333334,0.7876712328767124,0.018957345971563986,0.014379278675417722,0.3898381363818507,1
190,18402,0.9411764705882352,0.07671232876712329,0.05213270142180095,0.025376109892495724,0.5058731781012842,0
191,10653,0.8431372549019608,0.0821917808219178,0.14691943127962084,0.035907703812705805,0.5890374901341084,0
192,56743,0.0,0.4136986301369863,0.0,0.0038114996321179147,0.17887564396485173,2
193,31028,0.4803921568627451,0.03287671232876712,0.03317535545023697,0.01858019915602508,0.3257640374630627,1
194,34132,0.6666666666666666,0.0054794520547945215,0.03317535545023697,0.01006635662334216,0.5527804846594282,1
195,25590,0.12745098039215685,0.015068493150684932,0.009478672985781993,0.009523579776996256,0.9610592742025658,1
196,43110,0.6176470588235294,0.026027397260273973,0.014218009478672985,0.008629290306350144,0.3645325111655629,2
197,21618,0.24509803921568624,0.17123287671232876,0.05213270142180095,0.03144831816717182,0.3151218647775769,1
198,12360,0.696078431372549,0.010958904109589041,0.0995260663507109,0.04643412842961736,0.37705850075034375,0
199,44201,0.09803921568627452,0.9054794520547944,0.0047393364928909965,0.005863713041635292,0.5211507722655141,2
200,43463,0.5294117647058824,0.06301369863013699,0.0047393364928909965,0.01104163184566528,0.2616576060396089,2
201,38644,0.17647058823529413,0.05342465753424658,0.0047393364928909965,0.008133037189691031,0.529440250648327,1
202,43545,0.3627450980392157,0.8808219178082192,0.0,0.006523660762747933,0.4867972774780324,2
203,1064,0.3333333333333333,0.1273972602739726,0.2559241706161137,0.12557960813234795,0.5720255867540021,0
204,43230,0.0784313725490196,0.5972602739726027,0.009478672985781993,0.006118732004362892,0.5327428861229749,2
205,16988,0.04901960784313725,0.1273972602739726,0.07582938388625593,0.03952104681837997,0.3258221114831432,0
206,42433,0.05882352941176471,0.04383561643835617,0.014218009478672985,0.007585091040046592,0.4442993581246715,2
207,18000,0.19607843137254904,0.052054794520547946,0.03791469194312797,0.030075006590861705,0.4245044861473025,0
208,21058,0.2058823529411765,0.4698630136986302,0.06635071090047394,0.0234600214698397,0.468889369798941,1
209,12396,0.3627450980392157,0.06164383561643835,0.04739336492890995,0.039960437598755234,0.4516423946449301,0
210,38837,0.5490196078431373,0.14246575342465753,0.009478672985781993,0.0063685816637919605,0.6793204583922905,1
211,42798,0.1176470588235294,0.2273972602739726,0.009478672985781993,0.005624201988803289,0.6002412400307411,2
212,20886,0.14705882352941174,0.010958904109589041,0.04265402843601896,0.02647372529288411,0.4098960929371596,1
213,44124,0.0196078431372549,0.4232876712328767,0.009478672985781993,0.005768942481162197,0.5326189491317794,2
214,39284,0.12745098039215685,0.8178082191780822,0.014218009478672985,0.008469041904095639,0.485208307273174,2
215,27573,0.3137254901960784,0.12054794520547946,0.04265402843601896,0.016614140801483244,0.4648028750842338,1
216,9511,0.2549019607843137,0.14246575342465753,0.0947867298578199,0.0592557237110773,0.3593471922364897,0
217,31237,0.4803921568627451,0.16986301369863013,0.014218009478672985,0.00842768747770738,0.7927002830681787,1
218,8346,0.3725490196078432,0.07808219178082193,0.08530805687203792,0.04648582146260268,0.5395813769174939,0
219,53820,0.0196078431372549,0.3068493150684932,0.0,0.002818993398799688,0.4657174793161762,2
220,7468,0.5392156862745098,0.16301369863013698,0.0995260663507109,0.06659613439499336,0.38347238520777,0
221,14388,0.6862745098039216,0.0013698630136986301,0.04739336492890995,0.03873014341370451,0.402704430691936,0
222,38231,0.24509803921568624,0.5698630136986301,0.014218009478672985,0.008860185853684593,0.4941553567032349,1
223,54613,0.10784313725490197,0.4726027397260274,0.0,0.0027449000515207232,0.4277081174853086,2
224,57400,0.4705882352941176,0.11643835616438356,0.0,0.0031222591923135905,0.16714529602149245,2
225,17831,0.19607843137254904,0.5657534246575342,0.11848341232227487,0.02434052613168973,0.5511107473432459,0
226,11116,0.5,0.14246575342465753,0.04739336492890995,0.04794528809388833,0.4028615579694905,0
227,20677,0.3333333333333333,0.06164383561643835,0.07109004739336493,0.02430089480640097,0.4595263057785092,1
228,15784,0.0392156862745098,0.0,0.06635071090047394,0.031007204285697056,0.476624731471899,0
229,3828,0.6274509803921569,0.02054794520547945,0.2132701421800948,0.08495060730698252,0.4641436647208607,0
230,57247,0.13725490196078433,0.273972602739726,0.0,0.002203846306274328,0.2740111162539645,2
231,4657,0.19607843137254904,0.015068493150684932,0.2369668246445497,0.0684346832681714,0.5286944079996585,0
232,41431,0.05882352941176471,0.35205479452054794,0.0047393364928909965,0.006945820532128081,0.5234546148010301,2
233,57714,0.2843137254901961,0.00684931506849315,0.0,0.002648406389948117,0.1495497741064536,2
234,31951,0.3235294117647059,0.0904109589041096,0.009478672985781993,0.012923258246331087,0.475800076281133,1
235,30234,0.7843137254901961,0.22054794520547946,0.04739336492890995,0.018905865263832623,0.3354865208107725,1
236,37854,0.35294117647058826,0.3013698630136986,0.023696682464454968,0.007776355262092294,0.5834536861533721,1
237,42650,0.08823529411764706,0.06575342465753424,0.014218009478672985,0.010200758509104004,0.3076730175862821,2
238,53985,0.0,0.3780821917808219,0.0047393364928909965,0.00560524787670867,0.2078188442132014,2
239,9407,0.8725490196078431,0.2273972602739726,0.09004739336492891,0.04348762554945386,0.5287217272468719,0
240,19855,0.029411764705882363,0.0904109589041096,0.03317535545023697,0.025429526026580558,0.4599670919311496,1
241,40788,0.0,0.010958904109589041,0.009478672985781993,0.012330511468099369,0.2778504547369455,2
242,57795,0.7941176470588235,0.5424657534246575,0.0,0.0034634332100167307,0.08356656692505772,2
243,52774,0.04901960784313725,0.17397260273972606,0.0,0.004337045467468713,0.3360485833650656,2
244,53341,0.10784313725490197,0.9630136986301372,0.0,0.004449047038936916,0.3035105908630439,2
245,26321,0.5882352941176471,0.3410958904109589,0.03791469194312797,0.022469238337620986,0.3483589618231801,1
246,44871,0.00980392156862745,0.510958904109589,0.0,0.012585530430826969,0.1935385788940508,2
247,37894,0.4607843137254902,0.5712328767123288,0.009478672985781993,0.01063842618837975,0.4089102415043961,1
248,8357,0.12745098039215685,0.0136986301369863,0.06635071090047394,0.060113828058633675,0.39581512842900696,0
249,3364,0.13725490196078433,0.026027397260273973,0.11374407582938388,0.09192055125450377,0.4539192339194806,0
250,47748,0.029411764705882363,0.4602739726027397,0.0047393364928909965,0.003892485383794924,0.6122164428581895,2
251,39665,0.0784313725490196,0.29178082191780824,0.018957345971563986,0.009011818750441544,0.4403646504466176,2
252,16529,0.9411764705882352,0.0821917808219178,0.08530805687203792,0.03927808956334895,0.33875088455896185,0
253,4131,0.2058823529411765,0.0136986301369863,0.1848341232227488,0.09139845162135198,0.4042336787628277,0
254,11291,0.2352941176470588,0.26438356164383564,0.08530805687203792,0.047225031834292816,0.4039705685247516,0
255,11499,0.5,0.2602739726027397,0.06635071090047394,0.03224783707734484,0.6228226422322668,0
256,50847,0.19607843137254904,0.9232876712328768,0.0047393364928909965,0.006697693973798525,0.2505448308564509,2
257,34079,0.696078431372549,0.00684931506849315,0.009478672985781993,0.015270121943864812,0.3404371990562281,1
258,40785,0.00980392156862745,0.2958904109589041,0.0,0.0061445785208555535,0.6224294255731238,2
259,13581,0.2843137254901961,0.06301369863013699,0.08056872037914692,0.05066606473001591,0.3045463343981975,0
260,10047,0.3137254901960784,0.09726027397260274,0.10426540284360188,0.048253723190700766,0.4405363174904478,0
261,50125,0.27450980392156865,0.9438356164383559,0.0047393364928909965,0.0044852321620266426,0.4335448145710623,2
262,38631,0.8921568627450981,0.4164383561643836,0.018957345971563986,0.013205846826650859,0.2991228461502161,1
263,47843,0.029411764705882363,0.2890410958904109,0.009478672985781993,0.006044638657083927,0.37928800293891546,2
264,49581,0.3627450980392157,0.14657534246575346,0.009478672985781993,0.008544858352474115,0.21024391989471194,2
265,15832,0.8039215686274509,0.00821917808219178,0.07582938388625593,0.0413268567706673,0.3335114425376248,0
266,45557,0.1568627450980392,0.6013698630136987,0.0047393364928909965,0.012094446617466387,0.1911516583686662,2
267,56715,0.09803921568627452,0.8630136986301371,0.0,0.0013646960708125627,0.5234546148010301,2
268,47285,0.5980392156862745,0.00410958904109589,0.0,0.007185331584960084,0.3255049932568425,2
269,57029,0.029411764705882363,0.6493150684931507,0.0,0.0014474049235890815,0.4501399401550346,2
270,33550,0.5588235294117647,0.4410958904109589,0.023696682464454968,0.018068438129470368,0.28429368925807263,1
271,6859,0.9509803921568628,0.0027397260273972607,0.09004739336492891,0.07734139285154278,0.3396439855968307,0
272,45823,0.35294117647058826,0.00410958904109589,0.0,0.004783328652242013,0.5723357283558633,2
273,3241,0.4313725490196079,0.11232876712328768,0.20853080568720372,0.08534864366096953,0.5078422621666328,0
