,FFP_DATE,LOAD_TIME,FLIGHT_COUNT,avg_discount,SEG_KM_SUM,LAST_TO_END
43,2012/1/8,2014/3/31,87,1.4251770069999998,132283,4
44,2006/11/18,2014/3/31,29,0.8888699859999999,211369,11
45,2007/12/10,2014/3/31,48,1.408197795,130135,1
46,2007/7/6,2014/3/31,68,1.349375212,135374,1
47,2004/12/3,2014/3/31,111,0.828452854,216560,4
48,2007/11/26,2014/3/31,69,1.3549435669999998,131660,22
49,2008/2/2,2014/3/31,126,0.867522349,204371,4
50,2004/12/28,2014/3/31,55,1.146000598,153868,15
51,2005/1/26,2014/3/31,76,0.819187329,214921,21
52,2005/2/17,2014/3/31,68,1.380410335,127335,15
53,2004/11/19,2014/3/31,77,1.288018381,136121,1
54,2010/6/9,2014/3/31,84,0.938031056,186821,6
55,2011/5/14,2014/3/31,96,0.848239546,204612,14
56,2010/5/28,2014/3/31,30,1.057257212,164001,8
57,2005/8/13,2014/3/31,85,1.4261062619999998,121097,19
58,2007/11/15,2014/3/31,32,0.944650121,182563,88
59,2010/7/10,2014/3/31,34,1.013669976,170121,19
60,2010/10/30,2014/3/31,197,0.620507614,275800,1
61,2012/8/15,2014/3/31,18,0.8118710790000001,209911,62
62,2009/10/19,2014/3/31,64,1.236256939,137636,19
63,2011/12/21,2014/3/31,149,0.774487057,219108,4
64,2007/11/18,2014/3/31,61,1.183962818,143186,13
65,2010/10/13,2014/3/31,36,0.8061770690000001,209839,36
66,2010/8/14,2014/3/31,22,0.992454374,170406,22
67,2013/3/15,2014/3/31,23,0.995539285,169224,29
68,2010/10/26,2014/3/31,102,1.179368992,140220,8
69,2005/10/21,2014/3/31,81,1.034587737,159255,6
70,2012/6/29,2014/3/31,30,0.782406571,208687,6
71,2006/7/13,2014/3/31,127,0.956332827,170611,12
72,2008/9/19,2014/3/31,56,1.394863786,116728,2
73,2012/4/25,2014/3/31,79,0.777341772,208797,1
74,2005/2/17,2014/3/31,97,1.036667137,155881,9
75,2004/11/18,2014/3/31,158,0.784701427,205159,2
76,2006/5/8,2014/3/31,64,1.3912993059999998,115300,7
77,2010/7/3,2014/3/31,51,1.165835855,137500,13
78,2007/6/28,2014/3/31,29,1.0178590440000002,157056,144
79,2007/10/5,2014/3/31,69,1.3874902919999998,114077,1
80,2008/6/13,2014/3/31,88,1.281481989,122619,15
81,2011/1/31,2014/3/31,42,0.966069448,162453,15
82,2007/1/26,2014/3/31,129,1.429138536,109813,10
83,2006/11/28,2014/3/31,67,1.265322199,123464,14
84,2010/4/13,2014/3/31,12,1.059166667,146784,53
85,2004/11/26,2014/3/31,100,0.952273652,162250,4
86,2005/9/23,2014/3/31,69,1.297050351,118726,11
87,2011/4/14,2014/3/31,17,1.226505277,125349,34
88,2004/11/11,2014/3/31,12,1.046666667,146784,9
89,2012/4/27,2014/3/31,54,1.053910364,144562,4
90,2008/7/28,2014/3/31,79,1.228445376,123985,21
91,2008/9/8,2014/3/31,87,1.4454897780000002,105119,5
92,2012/4/28,2014/3/31,53,1.046215562,144682,17
93,2007/1/3,2014/3/31,92,1.118316089,134823,17
94,2005/10/22,2014/3/31,90,1.390945611,108184,3
95,2009/1/18,2014/3/31,56,1.435274261,104663,9
96,2005/4/5,2014/3/31,146,0.7832398290000001,191328,4
97,2011/9/14,2014/3/31,35,0.894261083,167150,15
98,2011/10/9,2014/3/31,33,0.85318887,174046,63
99,2005/8/26,2014/3/31,142,0.835532119,177357,7
100,2010/11/17,2014/3/31,31,0.723434195,204438,44
101,2006/11/28,2014/3/31,53,1.434114409,102999,29
102,2007/5/31,2014/3/31,21,0.925114251,159605,14
103,2012/6/7,2014/3/31,16,0.75375,195712,27
104,2004/11/25,2014/3/31,85,0.946174922,155704,3
105,2004/11/24,2014/3/31,71,1.225504039,119961,22
106,2008/8/23,2014/3/31,130,0.873661907,167593,2
107,2010/5/7,2014/3/31,89,0.978068228,149557,4
108,2005/7/29,2014/3/31,83,1.411593411,103087,11
109,2004/12/2,2014/3/31,99,0.8969661870000001,162215,2
110,2005/3/16,2014/3/31,40,0.731685018,198627,27
111,2008/5/30,2014/3/31,52,1.458000784,99524,11
112,2005/12/29,2014/3/31,65,1.210876087,119794,10
113,2005/4/23,2014/3/31,34,0.951756044,151642,3
114,2006/8/14,2014/3/31,83,0.960765569,149993,6
115,2011/11/14,2014/3/31,65,1.318943707,109089,24
116,2012/12/20,2014/3/31,18,0.982511386,146238,23
117,2007/6/8,2014/3/31,66,1.39722054,102689,4
118,2006/4/17,2014/3/31,52,1.3569867919999998,105167,2
119,2011/3/15,2014/3/31,27,0.780547269,182561,38
120,2004/11/30,2014/3/31,193,0.6756097790000001,209912,1
121,2012/6/26,2014/3/31,65,0.764,184730,6
122,2012/4/11,2014/3/31,14,0.97367319,144708,59
123,2009/10/19,2014/3/31,24,0.658633893,213058,11
124,2010/10/9,2014/3/31,89,0.787337009,177556,17
125,2008/6/20,2014/3/31,57,1.42497258,98104,8
126,2009/11/13,2014/3/31,101,0.996902945,140188,12
127,2013/3/3,2014/3/31,19,0.897522308,155552,16
128,2006/6/29,2014/3/31,95,0.988949912,140931,24
129,2008/4/1,2014/3/31,85,1.423453171,97855,7
130,2004/11/24,2014/3/31,108,0.8176859540000001,169746,22
131,2004/11/26,2014/3/31,64,1.426656247,97250,4
132,2009/8/27,2014/3/31,31,1.438600025,95766,1
133,2005/11/16,2014/3/31,79,1.065611103,129119,5
134,2012/5/2,2014/3/31,109,0.843554751,163010,17
135,2009/3/29,2014/3/31,19,0.681331859,201613,18
136,2009/6/4,2014/3/31,120,0.7902875509999999,172352,25
137,2006/4/15,2014/3/31,45,1.154155854,116917,1
138,2007/5/8,2014/3/31,19,0.988910129,136374,135
139,2010/5/27,2014/3/31,22,0.993493225,135717,184
140,2009/12/27,2014/3/31,80,1.277942503,105118,15
141,2006/12/25,2014/3/31,82,1.255920537,106666,6
142,2010/8/8,2014/3/31,90,0.744693267,179472,12
143,2010/8/6,2014/3/31,17,0.931991388,143287,157
144,2006/9/15,2014/3/31,39,1.374724556,97116,9
145,2008/5/5,2014/3/31,102,1.295748779,102961,11
146,2004/11/24,2014/3/31,90,0.8431856670000001,158149,11
147,2005/1/22,2014/3/31,125,0.75433474,176585,7
148,2007/2/7,2014/3/31,77,1.414713624,94142,23
149,2004/12/7,2014/3/31,79,0.843179595,157844,6
150,2006/11/9,2014/3/31,116,0.802227557,165365,13
151,2011/1/19,2014/3/31,58,1.448642081,91515,15
152,2006/7/23,2014/3/31,109,0.914492693,144321,8
153,2006/7/10,2014/3/31,180,0.720028487,182540,9
154,2010/1/13,2014/3/31,103,0.602317149,218087,1
155,2005/1/19,2014/3/31,107,0.841613512,155834,8
156,2011/3/30,2014/3/31,14,1.040394289,125796,121
157,2010/2/12,2014/3/31,149,0.836742487,155588,2
158,2011/9/13,2014/3/31,76,1.380177417,94185,49
159,2007/2/10,2014/3/31,55,1.369523774,94577,3
160,2011/9/21,2014/3/31,80,1.407186108,92022,4
161,2005/1/23,2014/3/31,40,0.926317142,139742,16
162,2006/1/15,2014/3/31,142,0.702883928,183472,7
163,2011/2/25,2014/3/31,24,1.026238631,125340,30
164,2011/5/12,2014/3/31,13,1.014545871,126495,18
165,2006/12/6,2014/3/31,85,0.843447435,151736,2
166,2005/3/2,2014/3/31,68,1.085817147,117537,3
167,2005/3/31,2014/3/31,116,0.786706177,161730,8
168,2012/4/9,2014/3/31,123,1.419099832,89350,2
169,2007/4/4,2014/3/31,47,1.389867279,91018,17
170,2006/6/20,2014/3/31,49,1.394936204,90602,107
171,2005/5/27,2014/3/31,86,0.799002655,157799,2
172,2008/2/18,2014/3/31,60,1.182681834,106278,11
173,2005/7/24,2014/3/31,110,0.7509068409999999,166843,4
174,2005/3/20,2014/3/31,67,1.046676247,119347,2
175,2010/2/13,2014/3/31,51,1.259950118,99034,1
176,2010/5/17,2014/3/31,74,1.289827497,96520,69
177,2010/9/18,2014/3/31,12,1.023333333,121632,27
178,2009/11/1,2014/3/31,59,1.461263576,85171,6
179,2009/8/27,2014/3/31,120,0.701123814,176951,18
180,2008/9/2,2014/3/31,60,1.40060309,88428,3
181,2006/6/5,2014/3/31,57,1.366744227,90553,1
182,2011/12/18,2014/3/31,43,0.631640227,195034,57
183,2008/4/20,2014/3/31,113,0.81511929,151060,2
184,2005/5/1,2014/3/31,42,0.743348652,165589,23
185,2005/4/27,2014/3/31,58,1.299097235,94554,16
186,2005/10/12,2014/3/31,16,0.66544855,184227,30
187,2004/11/23,2014/3/31,122,0.68017726,180074,18
188,2005/5/29,2014/3/31,72,1.343311285,91164,6
189,2009/11/13,2014/3/31,113,1.008554047,121394,10
190,2005/8/2,2014/3/31,77,0.7772353470000001,157206,2
191,2008/12/13,2014/3/31,57,1.332451177,91658,10
192,2012/1/4,2014/3/31,16,1.057235119,115401,13
193,2009/5/8,2014/3/31,77,0.803643702,151637,9
194,2005/1/20,2014/3/31,88,1.039534044,117157,3
195,2007/5/27,2014/3/31,13,0.884236795,137604,51
196,2005/5/20,2014/3/31,124,1.070194781,113615,3
197,2005/11/17,2014/3/31,69,0.823818121,147549,31
198,2008/2/26,2014/3/31,66,1.406350341,86430,1
199,2010/12/1,2014/3/31,26,0.6793056709999999,178921,102
200,2009/8/1,2014/3/31,59,1.273062688,94946,4
201,2007/6/4,2014/3/31,125,0.6379945770000001,189177,1
202,2006/1/25,2014/3/31,57,0.832500467,144505,3
203,2011/1/4,2014/3/31,64,0.457967364,262290,5
204,2004/12/24,2014/3/31,49,1.3509114430000002,88903,114
205,2007/9/17,2014/3/31,58,1.423312271,84353,2
206,2005/4/6,2014/3/31,136,0.82433441,145540,5
207,2010/12/17,2014/3/31,68,0.8048453440000001,148879,4
208,2008/2/11,2014/3/31,71,0.664729007,180226,4
209,2006/11/1,2014/3/31,116,0.916310894,130636,16
210,2007/5/28,2014/3/31,110,0.6930268190000001,172640,1
211,2008/7/21,2014/3/31,105,0.823284201,145253,12
212,2009/3/3,2014/3/31,52,1.433468257,83356,21
213,2005/6/16,2014/3/31,106,0.714441235,167199,3
214,2005/4/17,2014/3/31,11,1.065035317,112128,178
215,2010/4/28,2014/3/31,59,1.283990608,92635,13
216,2007/11/29,2014/3/31,59,0.817583423,145433,18
217,2006/1/16,2014/3/31,83,1.254728561,94441,26
218,2012/5/8,2014/3/31,10,0.966,122320,317
219,2008/8/31,2014/3/31,116,0.8661216490000001,136228,1
220,2011/8/20,2014/3/31,79,0.7788971640000001,151183,6
221,2006/3/28,2014/3/31,76,1.367977249,86061,7
222,2007/7/14,2014/3/31,100,1.282347182,91727,1
223,2004/11/20,2014/3/31,107,0.7108682190000001,165304,1
224,2008/6/1,2014/3/31,114,0.774562836,151625,13
225,2010/3/10,2014/3/31,57,1.3949203140000002,84080,9
226,2007/1/9,2014/3/31,76,0.98076627,119514,22
227,2006/4/11,2014/3/31,43,1.240551283,94144,30
228,2011/2/22,2014/3/31,20,0.7845195429999999,148827,22
229,2007/6/17,2014/3/31,53,1.373478,85000,32
230,2005/9/9,2014/3/31,56,1.403768453,82981,4
231,2011/9/28,2014/3/31,84,0.827823318,140535,2
232,2008/3/15,2014/3/31,111,0.819703519,141864,6
233,2011/5/30,2014/3/31,109,0.921339098,126167,18
234,2006/3/2,2014/3/31,60,1.175007596,98083,5
235,2010/7/25,2014/3/31,61,0.713012031,161499,3
236,2008/8/28,2014/3/31,43,1.231469603,93447,9
237,2006/12/7,2014/3/31,149,0.724336929,157683,5
238,2010/10/20,2014/3/31,43,1.020765158,111807,4
239,2010/4/25,2014/3/31,56,0.995827664,114358,83
240,2005/11/15,2014/3/31,94,1.040933738,109142,3
241,2005/8/30,2014/3/31,84,0.811427392,139338,13
242,2012/7/20,2014/3/31,16,1.051401627,107047,9
243,2006/1/24,2014/3/31,128,0.856878118,131315,17
244,2006/10/26,2014/3/31,124,0.8600265340000001,130776,2
245,2011/1/28,2014/3/31,111,0.8591966129999999,130622,4
246,2009/7/9,2014/3/31,77,0.832180765,134838,1
247,2006/4/2,2014/3/31,42,1.4360421369999998,77936,22
248,2009/11/2,2014/3/31,124,0.695089955,160524,1
249,2011/7/25,2014/3/31,19,1.156085303,96503,6
250,2010/8/28,2014/3/31,53,0.828407972,134627,45
251,2011/6/1,2014/3/31,61,1.337276713,83245,1
252,2011/8/28,2014/3/31,48,0.934725209,119036,4
253,2006/10/13,2014/3/31,26,1.178456641,94249,22
254,2006/3/11,2014/3/31,43,1.3955870869999998,79426,31
255,2009/8/7,2014/3/31,87,0.962306964,115134,61
256,2010/5/22,2014/3/31,114,0.889901525,124499,1
257,2010/2/19,2014/3/31,54,1.462917873,75651,20
258,2009/12/9,2014/3/31,68,0.676618926,163454,20
259,2007/9/28,2014/3/31,112,0.82046172,134757,6
260,2008/10/12,2014/3/31,73,0.6731207379999999,163958,13
261,2007/6/12,2014/3/31,49,1.368281891,80641,38
262,2012/8/22,2014/3/31,40,0.868515165,127004,2
263,2005/3/16,2014/3/31,82,0.81353969,135413,5
264,2009/1/17,2014/3/31,154,0.8481413309999999,129582,1
265,2005/11/17,2014/3/31,58,0.7557019559999999,145294,13
266,2008/8/12,2014/3/31,52,1.120337764,97731,2
267,2010/11/10,2014/3/31,43,1.388142957,78765,8
268,2009/2/9,2014/3/31,105,0.7888733920000001,138593,4
269,2006/1/10,2014/3/31,97,0.93836632,116461,4
270,2010/6/9,2014/3/31,17,0.896000164,121870,112
271,2010/2/26,2014/3/31,32,1.416159832,77106,59
272,2010/5/31,2014/3/31,37,0.914270784,119320,5
273,2006/3/31,2014/3/31,86,0.682643911,159612,5
274,2012/3/17,2014/3/31,62,0.778110575,139995,13
275,2010/12/16,2014/3/31,67,0.856602875,127081,11
276,2006/6/29,2014/3/31,84,0.837625235,129836,8
277,2009/1/15,2014/3/31,117,0.8163014759999999,132853,8
278,2009/6/10,2014/3/31,122,0.837572715,129272,2
279,2006/5/4,2014/3/31,87,0.82610529,131029,24
280,2009/1/20,2014/3/31,73,1.434756209,75413,2
281,2005/9/9,2014/3/31,97,0.949395993,113939,8
282,2010/2/23,2014/3/31,93,0.7180637,150612,5
283,2010/2/23,2014/3/31,83,0.8017396990000001,134621,8
284,2010/9/15,2014/3/31,105,0.7375951740000001,145865,11
285,2007/12/28,2014/3/31,27,0.654476682,164336,56
286,2005/12/21,2014/3/31,24,0.968107765,110964,31
287,2006/4/6,2014/3/31,137,0.874927107,122439,2
288,2012/9/2,2014/3/31,57,1.187537496,90144,22
289,2009/12/5,2014/3/31,50,1.201031476,89115,7
290,2011/5/27,2014/3/31,45,0.765013009,139898,8
291,2011/10/17,2014/3/31,109,0.877036239,122024,1
292,2009/12/15,2014/3/31,46,1.32374168,80830,18
293,2008/7/22,2014/3/31,77,0.763144213,139876,17
294,2006/10/1,2014/3/31,60,0.689844509,154736,5
295,2012/6/12,2014/3/31,66,0.705022823,151383,6
296,2007/4/3,2014/3/31,77,0.74088551,144030,4
297,2006/3/4,2014/3/31,77,1.325833583,80208,16
298,2010/10/21,2014/3/31,28,1.3789923219999998,77108,13
299,2007/6/11,2014/3/31,62,0.751386294,141413,9
300,2010/4/30,2014/3/31,53,1.440717609,73717,34
301,2011/9/18,2014/3/31,37,1.4590118369999998,72741,4
302,2007/2/10,2014/3/31,94,0.839762709,126174,65
303,2007/6/21,2014/3/31,48,1.4236073969999998,74411,10
304,2010/7/28,2014/3/31,52,1.430674841,73647,5
305,2011/5/11,2014/3/31,52,0.776371777,135689,1
306,2008/2/26,2014/3/31,72,0.705943112,149171,9
307,2008/5/19,2014/3/31,47,1.37078264,76753,13
308,2004/11/23,2014/3/31,107,0.619739087,169750,9
309,2011/7/11,2014/3/31,96,0.7718554670000001,136246,23
310,2011/1/19,2014/3/31,168,0.8006591590000001,130985,2
311,2011/12/5,2014/3/31,49,0.837061811,125237,17
312,2006/12/6,2014/3/31,36,0.954319431,109695,13
313,2006/4/23,2014/3/31,21,0.7606666670000001,137610,77
314,2009/1/17,2014/3/31,60,0.760252081,137654,24
315,2004/11/26,2014/3/31,84,0.8915401,117382,33
316,2006/4/3,2014/3/31,59,1.075326325,97219,7
317,2006/4/16,2014/3/31,118,0.746258043,139566,1
318,2008/8/20,2014/3/31,49,1.327684941,78417,27
319,2012/8/28,2014/3/31,74,0.91433425,113789,4
320,2011/12/10,2014/3/31,64,0.7440065220000001,139827,7
321,2007/8/8,2014/3/31,47,1.461826465,71121,19
322,2006/11/8,2014/3/31,46,1.462023883,71012,1
323,2007/5/29,2014/3/31,115,0.8967864,115562,7
324,2010/10/2,2014/3/31,28,1.434513512,72232,13
325,2010/6/25,2014/3/31,12,1.029644795,100421,351
326,2006/7/23,2014/3/31,65,1.107523948,93221,8
327,2009/12/12,2014/3/31,24,0.562442563,183418,66
328,2008/8/8,2014/3/31,50,0.7601155829999999,135574,4
329,2007/4/25,2014/3/31,98,0.728867305,141053,5
330,2005/9/4,2014/3/31,46,1.3989986090000002,73338,1
331,2009/6/17,2014/3/31,61,0.899280547,114031,17
332,2011/11/10,2014/3/31,28,1.238878525,82659,84
333,2012/1/16,2014/3/31,28,1.3861765419999998,73852,68
334,2012/10/12,2014/3/31,17,0.978310605,104641,15
335,2006/5/18,2014/3/31,51,1.416135816,72274,1
336,2008/2/24,2014/3/31,85,0.974864579,104969,16
337,2012/9/8,2014/3/31,23,0.6506196479999999,157186,14
338,2008/2/14,2014/3/31,78,0.84343724,121231,2
339,2009/1/5,2014/3/31,67,0.754458243,135439,1
340,2005/8/11,2014/3/31,96,0.775295546,131739,1
341,2011/4/3,2014/3/31,118,0.7100688479999999,143796,20
342,2012/7/15,2014/3/31,86,0.792415925,128754,48
343,2012/2/15,2014/3/31,36,0.82250645,124032,5
344,2009/7/1,2014/3/31,10,1.025894957,99312,83
345,2006/9/18,2014/3/31,34,1.443316261,70486,1
346,2006/7/21,2014/3/31,23,1.357742091,74910,2
347,2007/2/1,2014/3/31,76,0.7315326879999999,138952,5
348,2009/12/26,2014/3/31,45,0.696498655,145724,19
349,2005/8/15,2014/3/31,111,0.697522309,145458,18
350,2006/4/14,2014/3/31,47,1.230913428,82382,25
351,2006/1/30,2014/3/31,84,1.337146213,75766,1
352,2005/3/27,2014/3/31,134,0.8674246959999999,116627,1
353,2006/3/27,2014/3/31,46,0.7711733270000001,130782,3
354,2004/11/1,2014/3/31,96,0.746628299,135009,6
355,2011/1/3,2014/3/31,16,0.936013465,107690,94
356,2005/6/22,2014/3/31,83,0.7554607959999999,133367,11
357,2005/9/3,2014/3/31,93,0.91579564,109943,3
358,2011/7/1,2014/3/31,13,0.632307692,159016,6
359,2012/10/13,2014/3/31,36,0.886428351,113253,2
360,2006/4/28,2014/3/31,73,0.810458452,123568,11
361,2012/1/14,2014/3/31,98,1.303309449,76759,1
362,2006/5/5,2014/3/31,116,0.7104835279999999,140571,3
363,2010/7/19,2014/3/31,85,1.401901923,70965,13
364,2007/5/16,2014/3/31,48,1.453157218,68459,10
365,2007/10/17,2014/3/31,104,0.7217528940000001,137698,6
366,2006/5/19,2014/3/31,57,1.179321043,84129,12
367,2006/4/13,2014/3/31,43,0.757415506,130985,9
368,2011/2/25,2014/3/31,101,0.841051069,117880,12
369,2007/10/30,2014/3/31,69,0.7021256840000001,141164,2
370,2007/10/31,2014/3/31,71,1.413737887,70069,5
371,2009/1/6,2014/3/31,124,0.837548052,118049,5
372,2007/11/16,2014/3/31,86,1.10819519,89195,18
373,2007/6/22,2014/3/31,82,0.8186665390000001,120536,12
374,2011/3/7,2014/3/31,122,0.7144708040000001,137879,1
375,2012/6/2,2014/3/31,18,0.718332944,136876,20
376,2005/2/8,2014/3/31,39,1.387449853,70792,22
377,2010/7/1,2014/3/31,83,0.870657357,112709,4
378,2007/6/6,2014/3/31,81,0.982403492,99888,1
379,2008/9/23,2014/3/31,66,0.8786453000000002,111545,34
380,2005/3/16,2014/3/31,46,1.365195471,71622,41
381,2007/8/31,2014/3/31,75,0.745084105,131146,3
382,2005/1/28,2014/3/31,69,0.7741921070000001,126180,79
383,2009/9/3,2014/3/31,45,1.432941764,68136,10
384,2007/7/3,2014/3/31,36,1.460493648,66829,4
385,2004/12/2,2014/3/31,106,0.7464892759999999,130691,1
386,2010/6/14,2014/3/31,64,1.464381643,66612,19
387,2011/9/1,2014/3/31,61,0.7340983609999999,132797,6
388,2012/8/26,2014/3/31,67,0.788739195,123556,1
389,2006/4/19,2014/3/31,52,0.778333174,125190,30
390,2011/3/21,2014/3/31,21,0.704172358,138363,13
391,2011/9/18,2014/3/31,100,0.8364075999999999,116315,9
392,2008/3/21,2014/3/31,119,0.971327249,100147,1
393,2005/2/26,2014/3/31,79,1.305487564,74503,20
394,2009/8/27,2014/3/31,101,0.822947613,118160,4
395,2005/9/9,2014/3/31,116,0.750052132,129478,5
396,2011/4/9,2014/3/31,42,1.303695272,74368,85
397,2005/4/9,2014/3/31,82,0.7679306220000001,126149,3
398,2005/10/7,2014/3/31,96,0.72174598,134194,11
399,2008/8/28,2014/3/31,79,0.779597965,124218,11
400,2006/3/17,2014/3/31,133,0.675632052,143216,4
401,2009/2/22,2014/3/31,73,0.7170868140000001,134897,15
402,2006/3/28,2014/3/31,58,0.7904340040000001,122349,1
403,2008/9/23,2014/3/31,19,0.7423071720000001,130168,135
404,2013/1/20,2014/3/31,62,1.265360941,76356,1
405,2007/11/17,2014/3/31,46,1.425841856,67761,5
406,2011/6/2,2014/3/31,38,1.450518407,66550,16
407,2010/7/21,2014/3/31,65,0.858959758,112320,23
408,2012/12/7,2014/3/31,15,0.968166892,99645,13
409,2010/5/27,2014/3/31,93,0.754275019,127824,2
410,2007/12/3,2014/3/31,60,0.811934708,118514,4
411,2010/9/25,2014/3/31,93,0.82114127,117159,2
412,2011/11/25,2014/3/31,83,0.712543548,134851,15
413,2012/6/23,2014/3/31,44,0.8862730190000001,108388,16
414,2005/9/8,2014/3/31,62,0.855358305,112125,8
415,2010/11/10,2014/3/31,89,1.221743017,78410,2
416,2005/2/28,2014/3/31,78,0.789605839,121245,2
417,2007/4/17,2014/3/31,39,1.3639718,70142,26
418,2009/9/13,2014/3/31,101,0.929938153,102834,14
419,2010/1/2,2014/3/31,44,1.452790676,65769,17
420,2009/8/26,2014/3/31,31,1.375394871,69453,32
421,2009/7/15,2014/3/31,75,0.781846052,122158,7
422,2007/6/12,2014/3/31,93,0.894763601,106705,18
423,2010/4/1,2014/3/31,54,1.33526505,71496,20
424,2005/9/20,2014/3/31,73,1.242032954,76834,18
425,2005/4/6,2014/3/31,70,0.969874916,98334,2
426,2008/3/13,2014/3/31,36,0.926531747,102876,14
427,2008/1/10,2014/3/31,45,1.401278409,67936,5
428,2008/10/16,2014/3/31,97,1.432786199,66431,14
429,2009/10/20,2014/3/31,107,0.715139321,132823,10
430,2008/3/3,2014/3/31,123,0.8507229209999999,111589,8
431,2011/8/6,2014/3/31,38,1.408719882,67361,29
432,2007/4/19,2014/3/31,98,0.7335678609999999,129338,13
433,2007/8/7,2014/3/31,33,1.4518301319999998,65345,7
434,2008/11/8,2014/3/31,39,1.393603751,68043,6
435,2010/9/20,2014/3/31,72,1.286411022,73670,8
436,2010/10/14,2014/3/31,83,0.7490311209999999,126476,6
437,2005/3/5,2014/3/31,66,0.7776507109999999,121756,4
438,2008/3/27,2014/3/31,46,0.78231049,120983,37
439,2007/5/10,2014/3/31,99,0.763360156,123899,5
440,2009/3/8,2014/3/31,54,1.463962112,64453,4
441,2007/3/12,2014/3/31,65,0.8783021870000001,107397,16
442,2006/5/24,2014/3/31,27,0.941445133,100143,243
443,2009/2/1,2014/3/31,36,1.302530408,72186,21
444,2011/8/19,2014/3/31,61,1.306106868,71752,20
445,2006/11/10,2014/3/31,49,1.425973949,65717,32
446,2008/3/1,2014/3/31,103,0.7469010540000001,125149,6
447,2007/6/17,2014/3/31,52,1.228696235,76072,73
448,2012/9/15,2014/3/31,36,1.35804096,68799,9
449,2009/7/20,2014/3/31,37,1.4023350369999998,66530,12
450,2005/11/2,2014/3/31,100,1.4373,64900,14
451,2007/9/17,2014/3/31,51,1.06409081,87589,7
452,2006/12/25,2014/3/31,69,0.742781227,125139,12
453,2012/6/26,2014/3/31,82,0.8508076309999999,109233,8
454,2011/2/25,2014/3/31,65,1.246913025,74458,25
455,2007/2/26,2014/3/31,118,0.67473221,137477,2
456,2008/5/7,2014/3/31,75,0.7257207240000001,127816,11
457,2011/5/20,2014/3/31,56,0.789488352,117444,1
458,2007/3/12,2014/3/31,73,0.720501275,128233,6
459,2010/10/17,2014/3/31,66,1.1168940040000002,82682,17
460,2011/7/2,2014/3/31,21,0.660121097,139888,6
461,2008/7/21,2014/3/31,78,0.8077245190000001,114244,4
462,2008/6/1,2014/3/31,90,0.753979567,122350,2
463,2004/11/4,2014/3/31,80,0.766244247,120362,8
464,2012/2/22,2014/3/31,20,0.761441087,121103,85
465,2005/1/4,2014/3/31,80,0.781219907,117968,31
466,2005/1/18,2014/3/31,95,0.87833354,104659,34
467,2006/10/25,2014/3/31,99,0.7805520440000001,117708,2
468,2007/3/14,2014/3/31,90,0.716619964,128188,17
